Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,24/08/2018,0:00:00,Bayern Munich,Hoffenheim,3,1,H,1,0,H,asasd,16,8,5,5,2,21,7,2,1,4,0,0
D1,25/08/2018,0:00:00,Fortuna Dusseldorf,Augsburg,1,2,A,1,0,H,asasd,9,14,5,7,11,10,7,5,1,0,0,0
D1,25/08/2018,0:00:00,Freiburg,Ein Frankfurt,0,2,A,0,1,A,asasd,22,10,6,2,7,12,6,4,1,2,0,0
D1,25/08/2018,0:00:00,Hertha,Nurnberg,1,0,H,1,0,H,asasd,10,12,3,3,13,10,8,4,2,2,0,0
D1,25/08/2018,0:00:00,M'gladbach,Leverkusen,2,0,H,0,0,D,asasd,17,13,7,3,10,10,9,5,1,2,0,0
D1,25/08/2018,0:00:00,Werder Bremen,Hannover,1,1,D,0,0,D,asasd,15,13,3,4,5,6,4,3,0,0,0,0
D1,25/08/2018,0:00:00,Wolfsburg,Schalke 04,2,1,H,1,0,H,asasd,11,9,7,4,16,11,7,2,5,3,0,1
D1,26/08/2018,0:00:00,Dortmund,RB Leipzig,4,1,H,3,1,H,asasd,10,10,5,7,8,11,7,9,2,2,0,0
D1,26/08/2018,0:00:00,Mainz,Stuttgart,1,0,H,0,0,D,asasd,8,12,3,3,15,6,6,3,1,2,0,0
D1,31/08/2018,0:00:00,Hannover,Dortmund,0,0,D,0,0,D,asasd,7,8,0,3,11,5,4,1,0,0,0,0
D1,1/9/2018,0:00:00,Augsburg,M'gladbach,1,1,D,1,0,H,asasd,18,7,7,2,12,12,9,4,1,2,0,0
D1,1/9/2018,0:00:00,Ein Frankfurt,Werder Bremen,1,2,A,0,1,A,asasd,5,11,1,6,6,11,8,3,1,2,1,0
D1,1/9/2018,0:00:00,Hoffenheim,Freiburg,3,1,H,0,1,A,asasd,20,9,7,4,13,14,6,4,1,2,0,0
D1,1/9/2018,0:00:00,Leverkusen,Wolfsburg,1,3,A,1,1,D,asasd,16,12,3,5,13,13,5,3,3,3,0,0
D1,1/9/2018,0:00:00,Nurnberg,Mainz,1,1,D,0,1,A,asasd,19,6,4,1,10,11,5,1,2,2,0,0
D1,1/9/2018,0:00:00,Stuttgart,Bayern Munich,0,3,A,0,1,A,asasd,4,20,0,6,3,5,0,12,0,0,0,0
D1,2/9/2018,0:00:00,RB Leipzig,Fortuna Dusseldorf,1,1,D,0,0,D,asasd,23,14,7,8,11,15,3,3,1,4,0,0
D1,2/9/2018,0:00:00,Schalke 04,Hertha,0,2,A,0,1,A,asasd,16,5,4,3,16,15,9,0,1,1,1,0
D1,14/09/2018,0:00:00,Dortmund,Ein Frankfurt,3,1,H,1,0,H,asasd,10,5,6,2,11,11,7,1,0,1,0,0
D1,15/09/2018,0:00:00,Bayern Munich,Leverkusen,3,1,H,2,1,H,asasd,18,3,5,1,4,12,9,1,0,1,0,1
D1,15/09/2018,0:00:00,Fortuna Dusseldorf,Hoffenheim,2,1,H,1,0,H,asasd,8,18,4,5,10,19,0,9,1,2,0,0
D1,15/09/2018,0:00:00,Mainz,Augsburg,2,1,H,0,0,D,asasd,22,13,7,4,9,16,5,4,1,2,0,0
D1,15/09/2018,0:00:00,M'gladbach,Schalke 04,2,1,H,1,0,H,asasd,15,15,4,6,5,12,6,6,0,4,0,0
D1,15/09/2018,0:00:00,RB Leipzig,Hannover,3,2,H,2,1,H,asasd,15,16,6,8,12,12,4,12,4,4,0,0
D1,15/09/2018,0:00:00,Wolfsburg,Hertha,2,2,D,0,0,D,asasd,15,9,6,5,10,13,7,2,1,2,0,0
D1,16/09/2018,0:00:00,Freiburg,Stuttgart,3,3,D,1,1,D,asasd,12,11,5,6,13,11,5,8,3,4,1,0
D1,16/09/2018,0:00:00,Werder Bremen,Nurnberg,1,1,D,1,0,H,asasd,14,11,2,2,17,5,4,7,2,0,0,0
D1,21/09/2018,0:00:00,Stuttgart,Fortuna Dusseldorf,0,0,D,0,0,D,asasd,10,19,1,7,8,19,2,9,0,2,0,0
D1,22/09/2018,0:00:00,Augsburg,Werder Bremen,2,3,A,1,2,A,asasd,21,12,7,7,10,11,7,4,2,2,0,0
D1,22/09/2018,0:00:00,Hertha,M'gladbach,4,2,H,2,1,H,asasd,16,17,7,4,9,13,8,7,2,2,0,0
D1,22/09/2018,0:00:00,Hoffenheim,Dortmund,1,1,D,1,0,H,asasd,17,8,5,2,12,10,4,4,2,1,0,1
D1,22/09/2018,0:00:00,Nurnberg,Hannover,2,0,H,0,0,D,asasd,14,9,6,3,16,7,9,3,3,1,0,1
D1,22/09/2018,0:00:00,Schalke 04,Bayern Munich,0,2,A,0,1,A,asasd,10,14,2,7,12,11,0,8,2,1,0,0
D1,22/09/2018,0:00:00,Wolfsburg,Freiburg,1,3,A,0,2,A,asasd,17,12,9,8,12,17,7,7,0,3,0,0
D1,23/09/2018,0:00:00,Ein Frankfurt,RB Leipzig,1,1,D,1,0,H,asasd,8,9,5,2,14,8,4,2,1,1,0,0
D1,23/09/2018,0:00:00,Leverkusen,Mainz,1,0,H,0,0,D,asasd,18,12,5,5,12,13,7,4,2,2,0,0
D1,25/09/2018,0:00:00,Bayern Munich,Augsburg,1,1,D,0,0,D,asasd,16,12,8,4,6,15,8,4,3,2,0,0
D1,25/09/2018,0:00:00,Freiburg,Schalke 04,1,0,H,0,0,D,asasd,15,15,4,3,12,11,3,3,2,4,0,0
D1,25/09/2018,0:00:00,Hannover,Hoffenheim,1,3,A,0,1,A,asasd,17,17,8,9,12,13,8,5,2,2,0,0
D1,25/09/2018,0:00:00,Werder Bremen,Hertha,3,1,H,2,0,H,asasd,14,12,6,2,13,9,2,3,1,3,0,0
D1,26/09/2018,0:00:00,Dortmund,Nurnberg,7,0,H,2,0,H,asasd,19,4,10,1,6,10,4,5,0,2,0,0
D1,26/09/2018,0:00:00,Fortuna Dusseldorf,Leverkusen,1,2,A,0,0,D,asasd,16,6,4,3,6,12,7,5,2,2,0,0
D1,26/09/2018,0:00:00,Mainz,Wolfsburg,0,0,D,0,0,D,asasd,11,12,2,4,13,15,5,11,1,2,0,0
D1,26/09/2018,0:00:00,M'gladbach,Ein Frankfurt,3,1,H,0,0,D,asasd,21,12,9,2,7,11,9,6,0,0,0,0
D1,26/09/2018,0:00:00,RB Leipzig,Stuttgart,2,0,H,1,0,H,asasd,18,9,8,0,11,8,4,2,2,3,0,0
D1,28/09/2018,0:00:00,Hertha,Bayern Munich,2,0,H,2,0,H,asasd,6,25,4,5,14,10,1,14,3,1,0,0
D1,29/09/2018,0:00:00,Hoffenheim,RB Leipzig,1,2,A,0,0,D,asasd,13,18,6,7,4,14,4,8,1,3,0,0
D1,29/09/2018,0:00:00,Leverkusen,Dortmund,2,4,A,2,0,H,asasd,14,16,6,10,11,12,6,8,1,1,0,0
D1,29/09/2018,0:00:00,Nurnberg,Fortuna Dusseldorf,3,0,H,1,0,H,asasd,10,13,6,4,10,9,4,4,0,2,0,0
D1,29/09/2018,0:00:00,Schalke 04,Mainz,1,0,H,1,0,H,asasd,15,15,2,5,22,21,4,5,2,2,0,0
D1,29/09/2018,0:00:00,Stuttgart,Werder Bremen,2,1,H,1,0,H,asasd,18,14,5,3,15,14,6,8,3,4,0,1
D1,29/09/2018,0:00:00,Wolfsburg,M'gladbach,2,2,D,1,1,D,asasd,13,10,3,3,6,14,6,3,2,2,0,0
D1,30/09/2018,0:00:00,Augsburg,Freiburg,4,1,H,2,0,H,asasd,21,13,10,6,12,8,5,3,0,1,0,0
D1,30/09/2018,0:00:00,Ein Frankfurt,Hannover,4,1,H,2,0,H,asasd,15,4,7,1,16,11,3,4,1,2,0,0
D1,5/10/2018,0:00:00,Werder Bremen,Wolfsburg,2,0,H,1,0,H,asasd,15,10,5,4,12,13,7,5,1,2,0,0
D1,6/10/2018,0:00:00,Bayern Munich,M'gladbach,0,3,A,0,2,A,asasd,14,7,3,3,7,4,1,3,2,2,0,0
D1,6/10/2018,0:00:00,Dortmund,Augsburg,4,3,H,0,1,A,asasd,20,12,8,6,5,29,9,6,1,7,0,0
D1,6/10/2018,0:00:00,Fortuna Dusseldorf,Schalke 04,0,2,A,0,0,D,asasd,9,15,3,5,17,15,4,6,3,1,0,0
D1,6/10/2018,0:00:00,Hannover,Stuttgart,3,1,H,2,0,H,asasd,15,11,6,5,16,11,5,7,1,2,0,0
D1,6/10/2018,0:00:00,Mainz,Hertha,0,0,D,0,0,D,asasd,23,11,3,1,12,9,5,6,0,2,0,0
D1,7/10/2018,0:00:00,Freiburg,Leverkusen,0,0,D,0,0,D,asasd,7,14,1,0,11,12,3,4,3,1,0,0
D1,7/10/2018,0:00:00,Hoffenheim,Ein Frankfurt,1,2,A,0,1,A,asasd,20,6,4,4,15,16,6,0,2,4,0,1
D1,7/10/2018,0:00:00,RB Leipzig,Nurnberg,6,0,H,4,0,H,asasd,18,3,8,0,11,12,6,1,0,1,0,1
D1,19/10/2018,0:00:00,Ein Frankfurt,Fortuna Dusseldorf,7,1,H,3,0,H,asasd,21,10,13,5,13,12,5,1,0,2,0,0
D1,20/10/2018,0:00:00,Augsburg,RB Leipzig,0,0,D,0,0,D,asasd,6,15,0,3,20,24,2,2,2,5,0,0
D1,20/10/2018,0:00:00,Leverkusen,Hannover,2,2,D,1,1,D,asasd,19,9,7,7,14,18,9,5,1,5,0,1
D1,20/10/2018,0:00:00,Nurnberg,Hoffenheim,1,3,A,1,0,H,asasd,7,20,2,12,8,9,1,7,4,2,0,0
D1,20/10/2018,0:00:00,Schalke 04,Werder Bremen,0,2,A,0,1,A,asasd,14,8,4,3,13,9,3,1,1,4,0,0
D1,20/10/2018,0:00:00,Stuttgart,Dortmund,0,4,A,0,3,A,asasd,13,12,5,4,7,5,10,2,0,0,0,0
D1,20/10/2018,0:00:00,Wolfsburg,Bayern Munich,1,3,A,0,1,A,asasd,8,13,1,11,9,12,2,9,2,4,0,1
D1,21/10/2018,0:00:00,Hertha,Freiburg,1,1,D,1,1,D,asasd,13,8,5,3,12,14,8,3,2,0,0,0
D1,21/10/2018,0:00:00,M'gladbach,Mainz,4,0,H,1,0,H,asasd,16,13,8,4,4,10,4,6,0,2,0,0
D1,26/10/2018,0:00:00,Freiburg,M'gladbach,3,1,H,1,1,D,asasd,13,11,7,2,9,12,3,10,1,1,0,0
D1,27/10/2018,0:00:00,Dortmund,Hertha,2,2,D,1,1,D,asasd,19,10,5,4,7,15,8,2,2,3,0,0
D1,27/10/2018,0:00:00,Fortuna Dusseldorf,Wolfsburg,0,3,A,0,1,A,asasd,8,18,1,6,12,11,4,9,3,6,0,0
D1,27/10/2018,0:00:00,Hannover,Augsburg,1,2,A,0,1,A,asasd,17,9,4,4,15,16,5,4,2,3,0,0
D1,27/10/2018,0:00:00,Hoffenheim,Stuttgart,4,0,H,0,0,D,asasd,22,6,10,0,11,9,6,3,1,1,0,1
D1,27/10/2018,0:00:00,Mainz,Bayern Munich,1,2,A,0,1,A,asasd,6,21,1,5,13,6,2,7,3,1,0,0
D1,28/10/2018,0:00:00,Nurnberg,Ein Frankfurt,1,1,D,0,0,D,asasd,10,10,3,2,11,13,8,6,2,3,0,0
D1,28/10/2018,0:00:00,RB Leipzig,Schalke 04,0,0,D,0,0,D,asasd,15,6,2,0,11,13,7,4,3,2,0,0
D1,28/10/2018,0:00:00,Werder Bremen,Leverkusen,2,6,A,0,3,A,asasd,14,17,6,10,9,8,6,6,2,2,0,0
D1,2/11/2018,0:00:00,Stuttgart,Ein Frankfurt,0,3,A,0,2,A,asasd,10,15,0,7,4,10,1,3,1,2,0,0
D1,3/11/2018,0:00:00,Augsburg,Nurnberg,2,2,D,1,0,H,asasd,17,13,4,5,16,11,6,6,3,3,0,0
D1,3/11/2018,0:00:00,Bayern Munich,Freiburg,1,1,D,0,0,D,asasd,24,10,6,1,9,8,14,2,1,1,0,0
D1,3/11/2018,0:00:00,Hertha,RB Leipzig,0,3,A,0,1,A,asasd,12,25,5,11,6,11,3,7,2,1,0,0
D1,3/11/2018,0:00:00,Leverkusen,Hoffenheim,1,4,A,1,2,A,asasd,21,10,9,4,6,17,6,7,0,2,0,0
D1,3/11/2018,0:00:00,Schalke 04,Hannover,3,1,H,0,0,D,asasd,16,20,6,6,10,10,7,7,2,3,0,0
D1,3/11/2018,0:00:00,Wolfsburg,Dortmund,0,1,A,0,1,A,asasd,13,12,3,1,6,9,6,14,0,2,0,0
D1,4/11/2018,0:00:00,Mainz,Werder Bremen,2,1,H,1,0,H,asasd,13,14,6,4,7,8,3,6,0,2,0,0
D1,4/11/2018,0:00:00,M'gladbach,Fortuna Dusseldorf,3,0,H,0,0,D,asasd,21,13,7,6,15,8,10,4,1,2,0,0
D1,9/11/2018,0:00:00,Hannover,Wolfsburg,2,1,H,1,0,H,asasd,10,19,4,9,14,8,3,5,4,2,0,0
D1,10/11/2018,0:00:00,Dortmund,Bayern Munich,3,2,H,0,1,A,asasd,11,9,5,3,4,8,0,6,3,3,0,0
D1,10/11/2018,0:00:00,Fortuna Dusseldorf,Hertha,4,1,H,0,0,D,asasd,20,11,9,5,15,15,2,6,1,3,0,1
D1,10/11/2018,0:00:00,Freiburg,Mainz,1,3,A,0,2,A,asasd,15,12,4,9,19,10,3,4,1,2,0,0
D1,10/11/2018,0:00:00,Hoffenheim,Augsburg,2,1,H,0,0,D,asasd,18,22,7,7,14,6,6,6,1,1,0,0
D1,10/11/2018,0:00:00,Nurnberg,Stuttgart,0,2,A,0,0,D,asasd,10,13,3,4,14,10,3,9,1,0,0,0
D1,10/11/2018,0:00:00,Werder Bremen,M'gladbach,1,3,A,0,1,A,asasd,20,16,5,6,7,2,9,5,0,0,0,0
D1,11/11/2018,0:00:00,Ein Frankfurt,Schalke 04,3,0,H,0,0,D,asasd,14,5,4,1,7,13,10,4,0,2,0,0
D1,11/11/2018,0:00:00,RB Leipzig,Leverkusen,3,0,H,1,0,H,asasd,14,7,7,2,12,12,4,3,0,1,0,0
D1,23/11/2018,0:00:00,Leverkusen,Stuttgart,2,0,H,0,0,D,asasd,17,10,4,2,13,8,6,9,3,3,0,0
D1,24/11/2018,0:00:00,Augsburg,Ein Frankfurt,1,3,A,0,1,A,asasd,25,15,10,7,3,12,8,5,1,2,0,0
D1,24/11/2018,0:00:00,Bayern Munich,Fortuna Dusseldorf,3,3,D,2,1,H,asasd,17,9,5,5,4,7,9,2,0,1,0,0
D1,24/11/2018,0:00:00,Hertha,Hoffenheim,3,3,D,1,2,A,asasd,23,13,8,6,9,13,8,5,1,2,0,0
D1,24/11/2018,0:00:00,Mainz,Dortmund,1,2,A,0,0,D,asasd,15,11,7,7,9,11,6,5,2,1,0,0
D1,24/11/2018,0:00:00,Schalke 04,Nurnberg,5,2,H,2,1,H,asasd,20,12,10,6,7,12,7,2,1,2,0,1
D1,24/11/2018,0:00:00,Wolfsburg,RB Leipzig,1,0,H,0,0,D,asasd,5,10,3,4,10,13,2,9,1,2,0,0
D1,25/11/2018,0:00:00,Freiburg,Werder Bremen,1,1,D,1,0,H,asasd,23,19,9,8,6,10,6,3,0,2,0,0
D1,25/11/2018,0:00:00,M'gladbach,Hannover,4,1,H,2,1,H,asasd,20,5,6,3,8,10,5,5,1,1,0,0
D1,30/11/2018,0:00:00,Fortuna Dusseldorf,Mainz,0,1,A,0,0,D,asasd,20,15,7,3,8,7,12,5,1,1,0,0
D1,1/12/2018,0:00:00,Dortmund,Freiburg,2,0,H,1,0,H,asasd,11,5,4,1,6,11,2,3,1,1,0,0
D1,1/12/2018,0:00:00,Hannover,Hertha,0,2,A,0,1,A,asasd,10,14,2,8,9,14,3,6,2,3,0,0
D1,1/12/2018,0:00:00,Hoffenheim,Schalke 04,1,1,D,0,0,D,asasd,20,13,7,5,11,13,4,10,3,3,0,0
D1,1/12/2018,0:00:00,Stuttgart,Augsburg,1,0,H,1,0,H,asasd,13,17,3,4,11,10,3,8,4,2,0,0
D1,1/12/2018,0:00:00,Werder Bremen,Bayern Munich,1,2,A,1,1,D,asasd,9,16,3,5,13,8,3,10,3,2,1,0
D1,2/12/2018,0:00:00,Ein Frankfurt,Wolfsburg,1,2,A,0,1,A,asasd,13,10,2,3,10,9,9,3,3,7,0,0
D1,2/12/2018,0:00:00,RB Leipzig,M'gladbach,2,0,H,2,0,H,asasd,14,7,6,4,9,9,5,4,2,2,0,0
D1,3/12/2018,0:00:00,Nurnberg,Leverkusen,1,1,D,0,1,A,asasd,11,20,4,6,14,10,3,6,3,2,0,0
D1,7/12/2018,0:00:00,Werder Bremen,Fortuna Dusseldorf,3,1,H,1,1,D,asasd,22,12,9,3,13,18,6,4,3,4,0,0
D1,8/12/2018,0:00:00,Bayern Munich,Nurnberg,3,0,H,2,0,H,asasd,20,4,8,1,9,6,11,1,1,0,0,0
D1,8/12/2018,0:00:00,Freiburg,RB Leipzig,3,0,H,2,0,H,asasd,12,15,9,4,9,16,3,12,1,2,0,0
D1,8/12/2018,0:00:00,Hertha,Ein Frankfurt,1,0,H,1,0,H,asasd,7,18,4,4,15,14,5,9,1,0,0,0
D1,8/12/2018,0:00:00,Leverkusen,Augsburg,1,0,H,0,0,D,asasd,21,13,7,1,11,17,4,2,1,2,0,0
D1,8/12/2018,0:00:00,Schalke 04,Dortmund,1,2,A,0,1,A,asasd,6,10,3,3,12,9,3,1,4,3,0,0
D1,8/12/2018,0:00:00,Wolfsburg,Hoffenheim,2,2,D,2,1,H,asasd,10,19,3,6,9,9,6,4,1,2,0,0
D1,9/12/2018,0:00:00,Mainz,Hannover,1,1,D,0,1,A,asasd,28,11,5,3,12,9,9,1,4,3,0,1
D1,9/12/2018,0:00:00,M'gladbach,Stuttgart,3,0,H,0,0,D,asasd,23,7,7,2,7,12,7,4,2,4,0,1
D1,14/12/2018,0:00:00,Nurnberg,Wolfsburg,0,2,A,0,0,D,asasd,11,10,0,4,13,13,6,3,2,1,0,0
D1,15/12/2018,0:00:00,Augsburg,Schalke 04,1,1,D,1,0,H,asasd,17,15,9,5,17,8,6,7,2,1,0,0
D1,15/12/2018,0:00:00,Dortmund,Werder Bremen,2,1,H,2,1,H,asasd,16,9,9,5,11,14,4,10,1,4,0,0
D1,15/12/2018,0:00:00,Fortuna Dusseldorf,Freiburg,2,0,H,0,0,D,asasd,20,6,8,2,13,9,4,1,2,1,0,0
D1,15/12/2018,0:00:00,Hannover,Bayern Munich,0,4,A,0,2,A,asasd,3,32,0,14,9,5,0,14,1,0,0,0
D1,15/12/2018,0:00:00,Hoffenheim,M'gladbach,0,0,D,0,0,D,asasd,27,5,6,1,9,10,6,2,0,2,0,0
D1,15/12/2018,0:00:00,Stuttgart,Hertha,2,1,H,0,1,A,asasd,9,15,4,3,11,13,5,5,1,3,0,0
D1,16/12/2018,0:00:00,Ein Frankfurt,Leverkusen,2,1,H,1,0,H,asasd,17,12,7,6,9,8,10,7,6,2,0,0
D1,16/12/2018,0:00:00,RB Leipzig,Mainz,4,1,H,2,1,H,asasd,17,11,7,5,9,13,6,2,3,3,0,0
D1,18/12/2018,0:00:00,Fortuna Dusseldorf,Dortmund,2,1,H,1,0,H,asasd,8,11,3,3,8,13,2,2,1,2,0,0
D1,18/12/2018,0:00:00,Hertha,Augsburg,2,2,D,2,2,D,asasd,17,8,7,2,17,13,3,2,1,0,0,0
D1,18/12/2018,0:00:00,M'gladbach,Nurnberg,2,0,H,0,0,D,asasd,17,7,7,2,5,19,6,7,2,3,0,0
D1,18/12/2018,0:00:00,Wolfsburg,Stuttgart,2,0,H,2,0,H,asasd,16,11,5,1,10,17,4,8,1,2,0,0
D1,19/12/2018,0:00:00,Bayern Munich,RB Leipzig,1,0,H,0,0,D,asasd,10,8,4,2,9,20,5,5,2,2,1,1
D1,19/12/2018,0:00:00,Freiburg,Hannover,1,1,D,1,1,D,asasd,14,18,7,3,13,14,5,2,0,2,0,0
D1,19/12/2018,0:00:00,Mainz,Ein Frankfurt,2,2,D,2,2,D,asasd,17,12,6,4,13,15,3,2,3,3,0,0
D1,19/12/2018,0:00:00,Schalke 04,Leverkusen,1,2,A,1,2,A,asasd,18,8,4,5,14,19,7,1,4,4,0,0
D1,19/12/2018,0:00:00,Werder Bremen,Hoffenheim,1,1,D,0,1,A,asasd,26,14,5,4,7,13,6,3,0,1,0,0
D1,21/12/2018,0:00:00,Dortmund,M'gladbach,2,1,H,1,1,D,asasd,12,3,4,2,5,12,4,2,0,1,0,0
D1,22/12/2018,0:00:00,Ein Frankfurt,Bayern Munich,0,3,A,0,1,A,asasd,10,9,3,7,9,4,3,4,2,1,0,0
D1,22/12/2018,0:00:00,Hannover,Fortuna Dusseldorf,0,1,A,0,0,D,asasd,17,13,3,6,14,19,4,6,2,3,0,0
D1,22/12/2018,0:00:00,Leverkusen,Hertha,3,1,H,2,1,H,asasd,15,13,7,8,3,12,4,5,0,1,0,0
D1,22/12/2018,0:00:00,Nurnberg,Freiburg,0,1,A,0,1,A,asasd,16,7,3,3,16,16,12,3,2,3,0,0
D1,22/12/2018,0:00:00,RB Leipzig,Werder Bremen,3,2,H,2,0,H,asasd,11,15,5,6,15,9,4,4,2,0,0,0
